num_saccades,sacc_duration,sacc_velocity_az,sacc_velocity_el,ID,direction,saccade_amp_az,saccade_amp_el
21,161.73333333333872,,239.61965838483792,SB23537,vertical,,1.4696886275213277
27,151.5629629629629,284.8820256903915,,ZM3,horizontal,25.11790887991711,
24,148.31625,,252.90456495777062,ZM3,vertical,,1.9231845167571988
21,181.52380952376137,,271.24644538804995,ZW2,vertical,,1.3365942913452156
22,191.5909090908847,293.9379853130335,,ZW2,horizontal,28.22167366477402,
22,167.16727272727252,,243.601563019796,WK1,vertical,,0.6208142270732512
21,173.84047619047612,274.0963243597679,,WK1,horizontal,23.944087368514165,
21,175.87238095238095,,253.1496665622614,SM21358,vertical,,0.7385258008128879
24,172.65500000000245,,211.2218096818406,TC21782,vertical,,1.1273217988715911
24,161.71666666666636,269.6431186764069,,TC21782,horizontal,23.28000882377113,
20,210.11499999999901,228.97628658685204,,VK22350,horizontal,24.12563580423609,
25,156.10000000000014,,219.6922844689273,VK22350,vertical,,2.6218019980096794
18,130.8222222222197,,218.15210146608499,SB21440,vertical,,0.6325848149317358
27,137.96666666666974,196.60655807659427,,SB21440,horizontal,14.674457074392103,
21,144.52857142857079,,239.4393636473842,SM16_22039,vertical,,0.9514596035367185
16,141.74374999999984,,164.47843749218626,SM16_22039,vertical,,11.017876890469362
25,174.77999999999952,,252.63498168094586,VH22444,vertical,,0.6398373646768263
19,176.90421052631527,281.1173394007552,,VH22444,horizontal,24.514987095724713,
22,169.88181818181985,,239.23827612672213,AG23529,vertical,,0.7741609821357184
21,156.76571428571356,239.72229479084203,,AG23529,horizontal,19.63352786957848,
16,151.81875000000213,198.42557842435014,,YK22426,horizontal,15.662214654844473,
22,162.00090909090903,247.10633527945592,,SI22365,horizontal,21.157999122343206,
25,154.90800000000092,,226.76267817498714,SI22365,vertical,,0.9409844593638045
21,171.13714285714346,295.8159516097645,,WK3,horizontal,25.496788848031173,
23,183.4639130434786,,287.51853629616113,WK3,vertical,,1.0415930111006007
28,133.31071428571104,,223.74873427454486,TC23265,vertical,,0.7366801527962686
21,187.95714285714183,298.9895107755973,,TC23265,horizontal,28.142843138478135,
22,180.67727272727618,,244.98112032693348,ZL22065,vertical,,0.6717804049458316
23,180.6734782608705,273.1018709983853,,TC21447,horizontal,24.80756766134298,
28,150.94928571428665,,228.30308709406415,TC21447,vertical,,1.0571320770450858
21,175.86190476190617,,232.48822638135147,ZW22096,vertical,,1.3286555802981825
21,173.63333333333182,268.2377759833077,,ZW22096,horizontal,23.279541737149266,
21,178.8761904761884,,253.164328894144,TC22056,vertical,,2.5086619779585893
22,164.01772727272729,,265.2069274758375,ZK22195,vertical,,1.4332477381440223
14,165.02785714285798,267.70887193383084,,ZK22195,horizontal,23.121642487060456,
13,137.88307692307563,,203.82317253259487,LR23513,vertical,,1.318035205307269
21,175.81476190476155,270.66563312715834,,ZM3,horizontal,23.808679884896407,
21,174.04428571428468,,238.96631993298567,ZM3,vertical,,0.5364644400650649
20,177.68449999999802,281.96440930457175,,TC22038,horizontal,25.184911926179307,
20,189.42200000000184,,255.75753907178847,TC22038,vertical,,1.6141775160234832
19,159.37894736841645,255.70170819256822,,ZB122,horizontal,20.845372857344056,
24,142.87499999999773,,196.25351952154833,ZB122,vertical,,1.5733398261822904
22,180.9072727272717,,245.57442000023624,SK3,vertical,,1.534567282140056
20,177.9414999999993,,261.6546823495399,MC23514,vertical,,0.5632884868972348
20,186.63649999999876,231.14028761340052,,MC23514,horizontal,21.63662535115881,
21,158.13333333333563,,208.10059488205002,ZL21215,vertical,,3.0106372836367137
20,176.1144999999992,250.11348687714462,,ZB12,horizontal,22.259305994921014,
21,174.4266666666666,,258.81155197203435,ZB12,vertical,,0.9098444342561758
23,197.66869565217388,,280.9943791374489,WH21659,vertical,,4.351704165708568
21,194.64904761904646,287.53301963237186,,WH21659,horizontal,28.56174309122516,
12,176.7374999999992,,219.92502743924368,WG22047,vertical,,1.097054592820863
22,179.77272727272913,,183.88454243812043,TA23534_V,vertical,,0.4955433710559392
20,188.14149999999972,313.6981098806895,,ZM1,horizontal,29.79274187790558,
20,177.92100000000204,,262.00931590659195,ZM1,vertical,,1.0984687548795102
21,165.73809523809282,,245.93769728010062,DB23536,vertical,,0.6341303981836458
21,179.2666666666681,300.6111202792898,,TC21180,horizontal,27.23192597651067,
22,178.9409090909079,,269.3669371547881,TC21180,vertical,,0.8818407294245666
23,171.4769565217388,262.5885493524289,,ZW23076,horizontal,23.098788840384394,
22,164.59545454545383,,247.0534837629714,ZW23076,vertical,,1.0304404856162892
25,128.01200000000222,,190.98253293235186,SK22175,vertical,,1.6500338519470221
20,173.27500000000242,274.7638199246748,,SK22175,horizontal,23.892518613242565,
22,175.6454545454512,,241.47390831546872,WB22143,vertical,,1.096178959522157
20,187.70000000000095,257.03343946710754,,WB22143,horizontal,24.33049712686168,
15,174.73333333333397,273.83766518571184,,TC23279,horizontal,24.890380584645843,
23,138.91739130435258,,203.91590700975698,TC23279,vertical,,0.9702480627235255
21,133.67809523809422,,201.66407558801816,VOA1,vertical,,0.6170819491122215
26,134.54153846153824,195.1830418620197,,VOA1,horizontal,15.087328744046172,
32,118.12812500000103,,190.5729606694128,ZB22197,vertical,,0.4115854498866585
27,167.41111111111263,,255.47354574423366,SM21368,vertical,,0.6373033839304223
20,176.5850000000029,281.3002433497801,,SM21368,horizontal,24.833391132961488,
21,173.24000000000018,274.1304434826566,,WK2,horizontal,23.838773713681764,
18,194.05555555555844,,267.2251720890662,WK2,vertical,,0.8801942867590148
23,171.02608695653464,265.919041429593,,WK2,horizontal,23.67126100360565,
21,160.8985714285704,,234.01944993077115,WK2,vertical,,1.3156328526082295
20,158.14499999999896,,224.48296849987818,WK3,vertical,,0.6768799574232545
24,170.10416666666708,258.2580031036683,,WK3,horizontal,22.352029327781292,
23,163.63913043478138,,220.72411125810797,WK3,vertical,,0.8678533190167284
20,170.74000000000922,245.48047683786731,,WK3,horizontal,21.095126316090422,
19,110.38421052631675,179.02129259707255,,YU23322,horizontal,12.55595653068484,
21,170.6142857142841,,270.95183175990775,TC22357,vertical,,1.27337554261986
20,173.76850000000064,272.3814341332838,,TC22357,horizontal,23.910734374615057,
10,194.5999999999998,,254.36526259967127,NF23525,vertical,,0.48637251655729774
23,147.7434782608689,237.55986673849347,,JM23503,horizontal,19.702623791355958,
28,135.29214285714173,,207.48160175954587,JM23503,vertical,,0.741237962222763
24,166.78374999999986,,238.52842251458728,ZB124,vertical,,0.6717826427890735
22,166.93318181818094,252.26224937933466,,ZB124,horizontal,21.521287939096247,
27,151.39999999999847,,247.17541662676774,ZM21890_HS,vertical,,0.6835201913720872
26,131.55730769230775,217.6138649796315,,ZM21890_HS,horizontal,17.110505892389877,
21,159.18523809523796,271.7399114643158,,SL22147,horizontal,23.147742135681995,
25,141.0160000000002,,225.3187199099537,SL22147,vertical,,0.6645111324106479
23,168.52739130434796,217.53245523506018,,VP23484,horizontal,19.418793311017602,
21,174.22857142857205,,230.97007682010312,VP23484,vertical,,0.807688881049715
34,134.30294117646932,,232.47810711552594,KJ23533,vertical,,0.5461510654270267
19,179.44105263157812,278.19904921272655,,KJ23533,horizontal,25.324291815659752,
28,129.47142857143035,,166.72737972561782,VS22074,vertical,,1.5911347984285953
23,164.85652173912885,269.1626248627841,,SM21176,horizontal,22.479547777238622,
25,151.48000000000138,,209.33465621860896,SM21176,vertical,,0.8208361967639028
21,149.87142857142794,174.6147456678514,,ZB21300,horizontal,13.178648853506166,
30,135.47000000000034,,177.4917741657349,WS22364,vertical,,1.5787146555030096
21,175.08238095237922,262.08619097526406,,WS22364,horizontal,23.03956967024182,
24,157.08833333333357,,233.94408518850915,ZAW110704,vertical,,0.5535345943083634
21,173.31333333333382,268.3458443119267,,ZAW110704,horizontal,23.194009538313903,
25,168.15799999999967,251.6444342200632,,SH21034,horizontal,21.340776371762928,
21,156.16904761904695,,214.16891074197542,SH21034,vertical,,0.7153445175751985
21,179.0142857142862,,289.4829152280742,AW23531,vertical,,0.7174383905865446
23,167.0665217391309,282.8582846307814,,AW23531,horizontal,24.210453735579257,
23,191.71826086956398,296.3965536049713,,SH3,horizontal,29.664820908747878,
23,182.06956521739022,,275.78892604743714,SH3,vertical,,1.4022836183547265
22,182.44545454545343,,256.28493267327264,VG21315,vertical,,0.40332628359086314
28,174.52142857142763,249.08127644818703,,VG21315,horizontal,22.17592775010008,
21,177.6938095238091,304.2138544576565,,SC23101,horizontal,27.068837923609085,
24,170.57541666666745,,283.5730350826043,SC23101,vertical,,1.266391090024806
28,154.86714285714243,,235.8267809283963,SC21783,vertical,,1.2831864923385858
24,163.79500000000095,255.85046937022295,,SC21783,horizontal,22.02114386546039,
27,162.5770370370379,,233.73709287422838,SC22041,vertical,,0.7754921225510695
25,158.94599999999798,248.5614168262153,,SC22041,horizontal,20.900510780937463,
41,158.5243902438979,,237.70750049740508,ZS21242,vertical,,1.0073522836499094
39,173.12307692307846,252.29151353226038,,ZS21242,horizontal,21.98574647401094,
20,174.0020000000008,268.49922625133996,,SH2,horizontal,23.427172763013562,
23,170.2191304347828,,242.71757268748883,SH2,vertical,,1.249395652802399
21,193.54761904762017,280.27254311232946,,WB21178,horizontal,27.144108268837964,
24,159.91666666666524,,256.59354674182003,WB21178,vertical,,1.0031647822074794
30,118.81166666666726,205.5352534010661,,SM21669,horizontal,15.241149810826519,
29,130.50000000000324,,192.4735799227789,SM21669,vertical,,2.3560053122222473
21,176.66809523809405,282.735618460576,,SI23440,horizontal,25.330135680170308,
23,173.56956521739286,,273.05804231995864,SI23440,vertical,,0.45128105033348676
23,159.80000000000112,281.16164982675554,,SM21167,horizontal,24.00773928943479,
25,161.42400000000066,,276.4812685535397,SM21167,vertical,,0.7407354643650287
26,158.78500000000005,,247.51960122195604,ZP23361,vertical,,0.8057923560481547
21,188.87809523809582,264.88125345740553,,ZP23361,horizontal,25.13879058505531,
18,187.7916666666661,,217.3156555784153,WG23112,vertical,,0.5575722599170567
28,155.25999999999945,203.4124070972805,,VS21792,horizontal,16.962748161983352,
23,168.1913043478252,258.24426923591307,,SI21442,horizontal,22.585068142699267,
27,156.06666666666794,,240.1770477218095,SI21442,vertical,,0.7890625813738429
22,170.87272727272565,,258.72885215652656,TD21367,vertical,,0.8950497425036349
20,172.31200000000086,300.97738408515653,,TD21367,horizontal,26.061325540259872,
23,169.9478260869559,182.81462544288894,,VK21385,horizontal,16.726694205762154,
27,98.93333333333224,,166.75590661623633,VK21385,vertical,,1.851537848781525
20,178.86999999999986,301.1440559200822,,WH22288,horizontal,27.029399930610346,
26,161.39230769230514,,258.738633955637,WH22288,vertical,,1.6949577678930898
21,174.18571428571417,,242.56370321303217,ZB3,vertical,,0.6103193511860822
23,164.59478260869312,255.94001310865406,,ZB3,horizontal,21.61928991073089,
19,170.28947368421365,,235.18988740073215,SM21749,vertical,,0.6918401809741208
18,154.4666666666659,233.36724713775214,,SM21749,horizontal,18.81151168802298,
24,163.08333333333397,,212.27019683054144,WSamuela2,vertical,,3.7728513877986862
16,186.7631250000006,246.5073582582554,,WSamuela2,horizontal,24.103033657454535,
29,145.27241379310215,,218.12417999398275,TC21393,vertical,,1.1600942205958278
27,160.80740740740762,253.3533045436648,,TC21393,horizontal,21.122530003409864,
21,170.79047619048046,,242.5305388315291,PP23538,vertical,,1.423593017987722
25,156.9759999999974,249.16565185438677,,PP23538,horizontal,21.4976004705956,
23,177.43086956521688,279.3917360647823,,ZW21796,horizontal,25.180203203639557,
20,181.30500000000254,,246.83972247033248,ZW21796,vertical,,3.4056611942747006
26,123.12692307692265,,199.0439272732166,SB21251,vertical,,0.615557489011908
19,168.35263157894673,243.3695823820028,,SG16_22035,horizontal,20.539138859094322,
21,161.38666666666896,,227.73251445582287,SG16_22035,vertical,,0.5888464107190419
19,150.86842105263167,,186.74233147707116,VD22028,vertical,,1.2288592454799987
27,159.48518518518574,189.51968622893403,,VD22028,horizontal,16.01001942818327,
24,174.03666666666535,296.4747099918365,,NR23512,horizontal,26.618391667277887,
24,168.47499999999962,,266.5054456706842,NR23512,vertical,,1.187786815719397
23,175.7999999999984,,257.94716000972863,VG22346,vertical,,0.4361384461635715
24,180.22916666666512,255.86263378885178,,VG22346,horizontal,23.546903293652765,
21,166.09523809524754,,228.2530776357142,ZM21057,vertical,,0.8680824558593643
22,147.53181818182205,,209.71793867624132,WS21419,vertical,,1.1199301523043432
24,146.60833333333065,168.4883515778367,,WS21419,horizontal,12.418292185457787,
26,156.73115384615352,,233.2301003108971,SS23016,vertical,,0.8479328530232333
19,175.31263157894577,268.13657098770955,,SS23016,horizontal,23.987803091169877,
31,139.50870967741895,,211.50725735533686,SC22130,vertical,,0.9964778101218285
22,172.47863636363675,261.15441022803094,,SC22130,horizontal,22.620090310362905,
20,183.41500000000156,284.60949849140127,,TD22290,horizontal,26.14969092974953,
24,169.71250000000043,,228.59226246291263,TD22290,vertical,,0.7438625767645748
22,158.13636363638622,215.91395675749524,,WK2,horizontal,17.729306438316083,
21,156.5238095237895,,224.0649719163479,WK2,vertical,,2.5929667960102223
18,186.0722222222238,,163.2348891573306,WS3,vertical,,2.1764330282885536
22,188.97272727272318,195.6613150224228,,WS3,horizontal,17.809816611665937,
22,168.35000000000053,,236.88916239060018,ZW22457,vertical,,0.7810714802688643
20,164.92000000000002,235.44105316739578,,ZW22457,horizontal,19.532328935769108,
24,165.19750000000025,234.4762439758399,,VS3,horizontal,19.626087184631725,
21,148.84761904761626,,189.9107052025351,VS3,vertical,,0.5800196814811616
20,134.91850000000056,205.45471491212797,,SA23506_V,horizontal,15.733502638303722,
18,141.90388888888663,,172.3328501723083,SA23506_V,vertical,,0.5188228029208134
24,156.76500000000064,,239.71161294228992,ZM2,vertical,,1.3795067771864105
22,175.24545454545535,270.480621776703,,ZM2,horizontal,24.37456652199221,
27,148.977777777779,,218.08243654735492,SK23173,vertical,,0.5749463203772903
23,165.06652173913065,258.0587466362256,,SK23173,horizontal,22.083728018441125,
26,140.13461538461496,,202.46539281703352,SC22173,vertical,,1.1206895150087777
22,169.1218181818189,288.46908062029166,,SC22173,horizontal,26.216441091099497,
21,148.06190476190432,,219.34826920952707,SL16_22047,vertical,,0.34574563652546686
23,147.26521739130575,,208.3793713444186,SD22477,vertical,,0.9033799866284037
21,173.4614285714273,276.4028734603488,,SD22477,horizontal,24.49604572774993,
15,162.1686666666695,266.1513264882429,,SG22498,horizontal,22.39934413691648,
17,154.12352941176098,,220.24264551765242,SG22498,vertical,,0.6704929360361762
20,177.1349999999991,267.44058693180034,,WB21003,horizontal,24.141548399471883,
20,172.13000000000278,,215.74645620514087,WB21003,vertical,,1.1589873329555895
22,167.8195454545462,277.41448011900707,,AM1_23,horizontal,23.85807666940874,
22,167.31590909090698,,235.27845802330563,SG23168,vertical,,0.9746639165442672
24,158.3024999999984,,246.39406554909317,YC23012,vertical,,1.1220478370544924
24,164.77083333333317,,270.96661984872793,SC21132,vertical,,0.40478393591673645
15,162.13133333333283,246.18737046716493,,SC21132,horizontal,20.2553839167771,
12,132.67083333333218,,190.39764194264035,SB23089,vertical,,0.7789246117238554
22,159.48636363636254,,208.14892408624763,VP22418,vertical,,0.7144140100181284
16,173.62500000000125,231.28312683653365,,VP22418,horizontal,20.540195344384884,
22,159.5318181818186,241.3661224157568,,ZM22178,horizontal,20.138670981212687,
20,179.10500000000695,,238.543564353693,ZM22178,vertical,,2.5221693044297053
21,175.62380952380911,,210.27596405328865,ZH17,vertical,,3.065039363813005
23,169.47608695652272,,244.96229743281174,ZS22227,vertical,,0.6770122943897339
22,178.18909090909005,258.6839434955051,,ZS22227,horizontal,23.246118871279695,
17,135.9058823529421,,186.75311257945808,AS23528,vertical,,1.1948981844089237
20,177.43050000000054,276.97810936647454,,WK22057,horizontal,24.670920412839877,
21,183.3047619047634,,258.64037925719475,WK22057,vertical,,0.5911339863203121
18,187.82833333333295,,275.05015839258505,SKirby1,vertical,,0.8454785599890492
21,176.62428571428617,283.48937492414746,,SKirby1,horizontal,25.14438172470131,
