ID,gain,cv,rmse
SB23537,0.9239514950892161,1.4403096853423611,20.79160853029581
SI22001,0.8260034277069598,1.0874807571937684,16.325894755088864
ZW2,0.9305841414348416,0.9658841686746011,10.294565082814126
WK1,0.8514391122168665,0.8741652456134281,7.282976150580603
SM21358,0.9533382667844894,0.9939587935489225,14.1934330897619
TC21782,1.0034333454770075,0.9624488235788557,6.4870113450971845
SB21440,0.8337937224619946,0.9121837321496525,11.93058160525948
AS1_23163LC1_1,1.0014934495805246,1.7003082664932232,13.092849374320076
AS1_23163LC1_3,0.9209338125756444,1.0871952470962027,19.630886438488904
VH22444,0.9525363629024107,0.8660699876825891,6.18166450195713
AG23529,0.8504584278083291,1.0002866623777231,9.104941794922937
YK22426,1.0067522458182108,1.0377125625140244,5.748821475956986
JR6_23134LC1_5,0.9142126461201522,1.5594461728489188,23.50499108758356
JR6_23134LC1_4,0.9169631728263206,1.457654063956329,13.136736538085751
JR6_23134LSF1_1_V,1.0069142465641148,1.0846355974595017,13.72027928195037
ZA21361,0.897410600108641,0.8933985549967779,7.561019272086716
SI22365,0.9655351738091789,0.8881575574961513,5.6771551177160555
WK3,0.8155347629637087,0.8175527529915456,6.541120558081236
TC23265,0.9071542663634306,1.1460896060686703,8.223333350816475
ZL22065,0.8556774204415528,0.8591125972938642,7.45163424018601
ZW22096,0.9788847219164972,0.9045578219282999,7.7753580448446975
TC22056,0.8300766229786138,1.2764255510454825,24.44205319827379
ZM3,0.9483763766917941,0.8147727766352362,4.968449046646718
TC22038,1.004930760939488,0.96581483437318,6.042809871511997
SK3,0.8443399318826835,0.8949455335724414,8.055710058404136
MC23514,0.9115046598270822,0.714987358812881,6.232708233827495
WK21046,0.8302792960333553,0.9416948838306124,7.5039230690880085
ZB12,0.8484320108650191,0.7334388452068985,7.034718379334182
WG22047,0.8834456579189685,1.018895139318378,12.798549749890535
TA23534_V,0.8766901088647086,0.7993345836260626,7.300548443484768
HF5_23169LC1_3,0.8669260490426957,0.786689557422788,6.24150910387854
DB23536,0.7693266674225823,0.8640462533702722,10.112138286530152
DB23536,0.9339580375580167,1.1806550057334015,23.74956312639529
TC21180,0.9318594889141506,0.7124568564184051,6.516066453957604
ZW23076,0.8110722353596982,1.0197062389577154,11.614682891371366
SK22175,0.6405389296716677,1.2736190053884897,8.23088894897065
WB22143,0.6028177790326857,1.2154715956101427,8.431623746472358
VOA1,0.850915254005571,2.4973365953689037,15.419669725078515
SM21368,0.9845872719699131,0.9656068078989396,19.04155123289279
WK2,0.7495120432814621,0.9557308527986194,7.668886717024531
WK2,1.0021048803222725,0.9153412637915326,7.491484539937801
WK3,0.718608084555035,0.90977518322063,6.0888021333687785
WK3,0.7246059717972357,0.8417898346836838,6.533013615301754
YU23322,0.929231062568569,2.4390160386490947,15.53028892835784
TC22357,0.857213623456748,0.9539441712809179,6.604148639384155
NF23525,0.9310738389922291,0.7090354043976815,5.5257846679982725
ZB124,0.8329793850464876,0.7927982994768297,5.1691156359682475
ZM21890_HS,0.7920360345591473,0.991748510247804,13.166966505242096
SL22147,0.920161906231682,0.8644833666953159,7.872413503360396
VP23484,0.9298924889149591,0.973521080245433,12.80647395912211
VS22074,1.005624062255899,0.9649250813359252,12.084003795728291
SM21176,0.9395303957084151,0.9866308736471427,6.551190364251165
ZB21300,0.8423300068006383,0.8453903752440077,6.797138049905563
ZAW110704,0.8502207024645058,0.861828396316602,6.066378075331274
SH21034,0.6636819321931994,1.0930413935540741,5.7340615558064805
SH3,0.7744395216070771,1.1931980103116575,7.9387279742477626
VG21315,0.8543135028574214,0.7902104927256273,7.061301977935066
SC22041,1.0007722194330255,0.8535458298140489,5.605479401289462
SA12_23183LSF1_1,0.9970546857098945,1.0868890999436716,10.599840537904546
SA12_23183LC1_1,0.8879803294442895,0.8427303460633355,12.877279609967093
SH2,0.86034719718183,1.828791601484541,11.147538218980252
WB21178,0.8677538051696556,0.9782286230352281,6.9293187610550255
SH6_23175LC1_1,0.9117547764629471,1.264100386902559,10.970817418868346
SH6_23175LC1_2,0.7640728312431432,0.8613019954780108,7.386311909872234
SM21669,1.009819654294777,1.0663825600928407,6.163904792997281
SI23440,0.6845312074545115,0.9395833585313349,6.55413125683644
SM21167,0.8969185542587861,0.9666159854886348,6.664967143312528
MW1_23178LC1_1,0.8808672247068519,0.94262658505538,9.884859242448623
ZP23361,0.8820207657548007,0.8640293368174717,6.631565795358609
WG23112,0.9171339668660542,0.8020797160713189,5.6955937219832355
SI21442,0.7893885058035474,0.9091152903562577,6.728441903557374
TD21367,0.9804901181813418,0.9128795233804557,7.272256350244628
ZB22106,1.0040599503226395,1.3664400254289546,12.294415499870766
WH22288,0.8532098436126616,0.8955381485826633,7.122721627282222
ED23508_V,0.8622413225364608,1.0860877078904023,20.26494339052419
ZB3,0.8103593055001794,0.9595453194703998,8.120405904130022
SM21749,0.9199422506753497,1.377423068465647,8.154386557510923
ZW21796,0.7852140569657688,1.3382087588971099,11.340177552929234
SB21251,0.9671927972246019,1.038151066131685,6.478857723821281
SG16_22035,0.8116160280507443,0.8216948660980439,5.177260591296468
WG21788,0.6863186606478341,0.9378071467419807,10.520309238331674
NR23512,0.8310528933681027,1.0784234905043844,8.245326779854327
VG22346,0.8227500579982818,0.8072699886510801,6.18332394222414
WS21419,0.8933001074742976,0.9842485147689634,7.18037079854019
LS2_23201LC1_1,0.9712228563477763,1.76235729867739,21.86074763238763
JS13_23_199LC1_1,0.8139494454061083,0.8461563950469624,7.2720849755698636
TD22290,0.9133452459899587,0.8261470571991327,6.375870989446712
DS15_23193LC1_1,0.9123132007558984,1.010188494338016,6.604927152999709
DS15_23193LC1_1,0.9282316066730443,1.4453832405966083,18.407174711810722
WS3,0.8228429353617016,1.124569877409554,10.135539244192902
ZW22457,0.9222106952930926,1.0633182131316212,14.486393963468771
SA23506_V,0.7193237071063746,0.8232205365559969,5.495587632939271
ZM2,0.9615106606087047,0.7876232168325636,7.467347828185424
SK23173,0.8045255077442147,0.9410438221824915,8.98735154942295
SC22173,1.0042533669393463,1.2543054872100197,18.98001139656996
SL16_22047,0.9348831516767386,2.307108619655587,10.337715886200336
SD22477,0.9532517933053533,1.222059193509831,20.924889247425984
SG22498,0.8221561742467659,1.0463069791468935,14.627519071200183
WB21003,0.8574218103852087,1.1157628403413655,17.24462871755597
AM1_23,0.8986207720823485,0.7683213821848365,5.708312814491252
YC23012,0.9293905271041139,0.8510840204583728,7.025280299712582
SC21132,0.9890333986327723,0.932999295937858,5.744932272904862
SB23089,0.9661846581184307,1.4325725566112082,11.29832788633151
VP22418,0.9977998495762845,1.1254749987183084,10.626412424120732
ZH17,0.993904670852524,0.9769954770600434,13.257129373034864
ZS22227,0.9407071050231439,0.8469730575259572,10.826194784088147
WK22057,0.7159580576288632,1.1093235372934898,7.3950840520768795
SKirby1,0.8284778292524153,1.1879570059700992,7.021624149438911
SB23337,0.8129256614217436,1.3262148460812322,17.329256992426373
